,account_name,compound,date,negative,neutral,positive,text
59,CBSNews,-0.7269,Mon Jan 08 18:00:02 +0000 2018,0.264,0.736,0.0,CBSNews
60,CBSNews,0.0,Mon Jan 08 17:45:01 +0000 2018,0.0,1.0,0.0,CBSNews
61,CBSNews,-0.5106,Mon Jan 08 17:30:35 +0000 2018,0.212,0.788,0.0,CBSNews
62,CBSNews,0.4939,Mon Jan 08 17:07:41 +0000 2018,0.0,0.849,0.151,CBSNews
63,CBSNews,-0.3182,Mon Jan 08 16:40:35 +0000 2018,0.113,0.887,0.0,CBSNews
64,CBSNews,0.4588,Mon Jan 08 16:20:38 +0000 2018,0.0,0.833,0.167,CBSNews
65,CBSNews,-0.5106,Mon Jan 08 16:00:43 +0000 2018,0.268,0.732,0.0,CBSNews
66,CBSNews,-0.872,Mon Jan 08 16:00:03 +0000 2018,0.524,0.476,0.0,CBSNews
67,CBSNews,0.6369,Mon Jan 08 15:45:01 +0000 2018,0.0,0.811,0.189,CBSNews
68,CBSNews,0.4019,Mon Jan 08 15:31:01 +0000 2018,0.0,0.863,0.137,CBSNews
69,CBSNews,0.3612,Mon Jan 08 15:15:01 +0000 2018,0.096,0.719,0.186,CBSNews
70,CBSNews,0.0,Mon Jan 08 15:11:15 +0000 2018,0.0,1.0,0.0,CBSNews
71,CBSNews,0.0,Mon Jan 08 14:56:34 +0000 2018,0.0,1.0,0.0,CBSNews
72,CBSNews,0.6369,Mon Jan 08 14:52:20 +0000 2018,0.0,0.802,0.198,CBSNews
73,CBSNews,0.0,Mon Jan 08 14:48:30 +0000 2018,0.0,1.0,0.0,CBSNews
74,CBSNews,-0.296,Mon Jan 08 14:45:56 +0000 2018,0.091,0.909,0.0,CBSNews
75,CBSNews,0.296,Mon Jan 08 14:44:01 +0000 2018,0.0,0.909,0.091,CBSNews
76,CBSNews,0.0,Mon Jan 08 14:35:01 +0000 2018,0.0,1.0,0.0,CBSNews
77,CBSNews,0.0,Mon Jan 08 14:20:01 +0000 2018,0.0,1.0,0.0,CBSNews
78,CBSNews,-0.296,Mon Jan 08 14:05:01 +0000 2018,0.091,0.909,0.0,CBSNews
79,CBSNews,-0.0608,Mon Jan 08 13:50:48 +0000 2018,0.085,0.839,0.076,CBSNews
80,CBSNews,0.5423,Mon Jan 08 13:36:47 +0000 2018,0.0,0.791,0.209,CBSNews
81,CBSNews,0.0,Mon Jan 08 13:34:42 +0000 2018,0.0,1.0,0.0,CBSNews
82,CBSNews,0.0,Mon Jan 08 13:21:03 +0000 2018,0.0,1.0,0.0,CBSNews
83,CBSNews,0.128,Mon Jan 08 13:15:35 +0000 2018,0.0,0.889,0.111,CBSNews
84,CBSNews,0.4588,Mon Jan 08 13:15:24 +0000 2018,0.0,0.857,0.143,CBSNews
85,CBSNews,-0.296,Mon Jan 08 13:10:01 +0000 2018,0.099,0.901,0.0,CBSNews
86,CBSNews,0.4215,Mon Jan 08 13:09:50 +0000 2018,0.0,0.865,0.135,CBSNews
87,CBSNews,0.4588,Mon Jan 08 13:05:44 +0000 2018,0.0,0.857,0.143,CBSNews
88,CBSNews,0.0,Mon Jan 08 12:53:39 +0000 2018,0.0,1.0,0.0,CBSNews
89,CBSNews,-0.34,Mon Jan 08 12:51:01 +0000 2018,0.103,0.897,0.0,CBSNews
90,CBSNews,0.128,Mon Jan 08 12:46:09 +0000 2018,0.092,0.795,0.113,CBSNews
91,CBSNews,-0.34,Mon Jan 08 12:41:36 +0000 2018,0.103,0.897,0.0,CBSNews
92,CBSNews,0.0,Mon Jan 08 12:37:05 +0000 2018,0.0,1.0,0.0,CBSNews
93,CBSNews,0.0,Mon Jan 08 12:36:18 +0000 2018,0.0,1.0,0.0,CBSNews
94,CBSNews,-0.3943,Mon Jan 08 12:35:06 +0000 2018,0.169,0.831,0.0,CBSNews
95,CBSNews,-0.34,Mon Jan 08 12:33:31 +0000 2018,0.138,0.862,0.0,CBSNews
96,CBSNews,0.0,Mon Jan 08 12:21:45 +0000 2018,0.0,1.0,0.0,CBSNews
97,CBSNews,0.0,Mon Jan 08 12:21:38 +0000 2018,0.0,1.0,0.0,CBSNews
98,CBSNews,-0.2263,Mon Jan 08 12:21:01 +0000 2018,0.101,0.899,0.0,CBSNews
99,CBSNews,0.0,Mon Jan 08 12:17:59 +0000 2018,0.0,1.0,0.0,CBSNews
